,content,city,date,id,n_repost,n_comment,n_like,influency
13155,#微博健康公开课##牙齿矫正##广州牙齿矫正# 安氏二类，骨性而来矫治，我们都希望有一个好的下巴，青少年期矫治会比成年后矫治更有可塑性，这个案例差不多是完美的侧貌了。 ​​,潮州市,2024-02-26,广州正畸医生胡祥,0,0,0.0,0.0
7397,2024 年，广东省高质量发展插起腾飞的翅膀！#2024广东省高质量发展大会# http://t.cn/A6YSy7N3 ​​,潮州市,2024-02-19,用户7857269892,0,0,0.0,0.0
65,#2024广东省高质量发展大会# http://t.cn/A6YaMZwO ​​,潮州市,2024-02-18,Pisces_旭,0,0,0.0,0.0
6405,#2024广东省高质量发展大会# http://t.cn/A6YaztNX,潮州市,2024-02-18,天天Mo鱼又咋滴,0,0,0.0,0.0
3444,"我分享了【新春第一会！广东省高质量发展大会18日召开】, 快来看吧！@小米浏览器 | http://t.cn/A6YafXN6 ​​",潮州市,2024-02-18,两米高的向日葵,0,0,0.0,0.0
12331,宗也算是一代民营企业的标杆人物，可惜🙏🙏🙏,潮州市,2024-02-25,cz耗子,0,0,0.0,0.0
7876,快来看看我给你分享的网站:#2024广东省高质量发展大会##2024广东省高质量发展大会##夸克# http://t.cn/A6YSuu55 ​​,潮州市,2024-02-19,言身寸童鞋,0,0,0.0,0.0
6343,"#开年第一弹智造业强省##读懂高质量发展就读懂了新广东##开年第一弹智造业强省#龙腾虎跃、奋楫争先，#高质量发展广东站C位#连续7年区域创新综合能力排名全国第一，凭什么？从“基础研究+技术攻关+成果转化+科技金融+人才支撑”这条全过程创新生态链解析广东tech为何能成为广东tag。 ​ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州",潮州市,2024-02-18,潮州玩家,0,0,0.0,0.0
17494,品出嫂子的我一下不知道要不要接。[微笑],潮州市,2024-02-27,用户暂时不改id,0,0,0.0,0.0
15115,转发微博,潮州市,2024-02-27,4891月,0,0,0.0,0.0
3203,《#2024广东省高质量发展大会#》有事搜一搜，没事看一看http://t.cn/A6Ya7Y55 ​​,潮州市,2024-02-18,用户7778024879,0,0,0.0,0.0
6290,《新春第一会！广东省高质量发展大会18日召开》有事搜一搜，没事看一看http://t.cn/A6YXD1SB ​​,潮州市,2024-02-18,用户7573526574,0,0,0.0,0.0
6479,"我分享了【2.18高质量发展大会直播链接】, 快来看吧！@小米浏览器 | http://t.cn/A6YXdyOA#高质量发展广东站C位#、#读懂高质量发展就读懂了新广东# ​​",潮州市,2024-02-18,李尔聪,0,0,0.0,0.0
27891,为什么又突然降温？？嗯？谁允许？广东！说话！ ​​,潮州市,2024-02-29,HaNa动物园,0,0,0.0,0.0
17682,我的号啊 这样都被压[单身狗] ​​,潮州市,2024-02-27,樱井肉松包_,0,0,0.0,0.0
1929,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YanYv7 ​​,潮州市,2024-02-18,俊俏明月,0,0,0.0,0.0
6475,#2024广东省高质量发展大会# 高质量发展看广东 http://t.cn/A6YawiOD ​​,潮州市,2024-02-18,用户7549610934,0,0,0.0,0.0
4839,#2024广东省高质量发展大会# http://t.cn/A6YaMU02 ​​,潮州市,2024-02-18,夕秋_539198,0,0,0.0,0.0
17691,#郑润泽[超话]# 三巡来汕头吧，汕头有好多好吃的呢，我请你吃甘草水果潮汕牛肉火锅肠粉各种丸…… ​​,潮州市,2024-02-27,脆薯饼可真好吃,0,0,0.0,0.0
28799,"分享图片 <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州 ​​",潮州市,2024-02-29,liuuuhjieee,0,0,0.0,0.0
16598,玖富诈骗,潮州市,2024-02-27,用户7700896280,0,0,0.0,0.0
1846,#2024广东省高质量发展大会# http://t.cn/A6YaAfv2,潮州市,2024-02-18,用户7822515589,0,0,0.0,0.0
5738,<metacharset@QQ浏览器 http://t.cn/A6YahW3l,潮州市,2024-02-18,魑魅魍魉卡士68085,0,0,0.0,0.0
23609,多吃饭，少犯病 ​​,潮州市,2024-02-28,clownoom,0,0,0.0,0.0
8618,快来看看我给你分享的网站:黄坤明同志在广东省高质量发展大会上的讲话实录（2024） 黄坤明同志在广东省高质量发展大会上的讲话实录（2024）#夸克# http://t.cn/A6YSu8Zi ​​,潮州市,2024-02-19,言身寸童鞋,0,0,0.0,0.0
4611,#2024广东省高质量发展大会# http://t.cn/A6YaASlL,潮州市,2024-02-18,换个找不到我的昵称但我是Oba,0,0,0.0,0.0
4626,"我分享了【新春第一会！广东省高质量发展大会18日召开】, 快来看吧！@小米浏览器 | http://t.cn/A6YaxEbM ​​",潮州市,2024-02-18,用户3630424182,0,0,0.0,0.0
4724,#开工第一天精神状态话题##2024广东省高质量发展大会# http://t.cn/A6Ya7PgE ​​,潮州市,2024-02-18,Nicolenil,0,0,0.0,0.0
12752,"正月十六🎆✨ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州 ​​",潮州市,2024-02-26,XY颜兮,0,0,0.0,0.0
5971,新春第一会！广东省高质量发展大会18日召开 http://t.cn/A6YXDVFo,潮州市,2024-02-18,金色风暴-金哥,0,0,0.0,0.0
12266,"500多g的内存都不够我用..🥲
好想去海边玩啊 <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州 http://t.cn/A6YOTRJv ​​",潮州市,2024-02-25,Recruitingwealthyi-,0,0,0.0,0.0
51,直播：#2024广东省高质量发展大会#】 http://t.cn/A6YafwFR ​​,潮州市,2024-02-18,用户7888124209,0,0,0.0,0.0
11412,"#ITZY中转站[超话]# 
蹲娜啊啊 ​​",潮州市,2024-02-24,冬日限定瑞肉串,0,0,0.0,0.0
4277,#开年第一弹智造业强省# http://t.cn/A6Yal7Qu ​​,潮州市,2024-02-18,用户7888577682,0,0,0.0,0.0
4352,《黄坤明同志在广东省高质量发展大会上的讲话实录（2024）》有事搜一搜，没事看一看http://t.cn/A6Ya8ztC ​​,潮州市,2024-02-18,作泥,0,0,0.0,0.0
4397,"我分享了【黄坤明同志在广东省高质量发展大会上的讲话实录（2024）】, 快来看吧！@小米浏览器 | http://t.cn/A6YaOXQW ​​",潮州市,2024-02-18,慕桃月,0,0,0.0,0.0
15069,见龙在田，利见大人#明德园##紫砂##非遗[超话]##茶生活[超话]##潮州手拉壶[超话]##紫砂壶# http://t.cn/A6Yl1c4p ​​,潮州市,2024-02-27,潮州明德园,0,0,0.0,0.0
725,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6Yal2NG ​​,潮州市,2024-02-18,用户7888577682,0,0,0.0,0.0
9532,#开年第一弹智造业强省# http://t.cn/A6YoRneO ​​,潮州市,2024-02-20,迷彩小八路,0,0,0.0,0.0
2029,<metacharset http://t.cn/A6Yal4c8 ​​,潮州市,2024-02-18,用户7888577682,0,0,0.0,0.0
2546,#2024广东省高质量发展大会# http://t.cn/A6YaVJJP ​​,潮州市,2024-02-18,乱飞的风琴,0,0,0.0,0.0
2302,"我分享了【黄坤明同志在广东省高质量发展大会上的讲话实录（2024）】, 快来看吧！@小米浏览器 | http://t.cn/A6YaMZSn ​​",潮州市,2024-02-18,czmj23,0,0,0.0,0.0
12511,"[比耶]枫溪长美传统文化庆游神[比耶]邱氏长美宗祠[比耶] <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州·长美综合市场 ​​",潮州市,2024-02-25,才女QC邱,0,0,0.0,0.0
16513,"最近日常
问题不大 ​​",潮州市,2024-02-27,是是是是是吴,0,0,0.0,0.0
27350,"#巅峰盛典阵容##周震南黄子弘凡直播# 我的妈你们两个真的笑死我了。。。
​“你这是200分了哥”
​“伯牙绝弦”
​“天涯何处觅知已”
​“你小时候在路边吃……”
​“你晚上睡不着在干嘛”“憋尿”
​“阁下是……”“四川”“哎呀！”
​“四川哪？”“成都”“哎呀哎呀！”
@VvvVvV周震南 @黄子弘凡_Lars",潮州市,2024-02-29,娌滿,0,0,0.0,0.0
14117,"中山公园 <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 汕头·中山公园 ​​",潮州市,2024-02-26,云溪深处魂不归,0,0,0.0,0.0
1949,《新春第一会！广东省高质量发展大会18日召开》有事搜一搜，没事看一看http://t.cn/A6YXFkwq ​​,潮州市,2024-02-18,小燕烘焙,0,0,0.0,0.0
16109,下次还来   ​​  潮州,潮州市,2024-02-27,我家的仙人掌开花了QwQ,0,0,0.0,0.0
15613,#郑润泽[超话]# 哥加个地方可以吗  来汕头 ​​,潮州市,2024-02-27,SHhuuuui,0,0,0.0,0.0
9516,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YKGPWQ ​​,潮州市,2024-02-20,FMiandan,0,0,0.0,0.0
10245,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YoiIEU ​​,潮州市,2024-02-20,Ray要努力鸭,0,0,0.0,0.0
27154,"@AmakiGin  看代解笑话//@贪睡的呱呱蛙 :热衷于拿""代姐是氪金大头""代姐花了钱就是爷所以游戏公司都要按照代姐想法发展，有事无事就玩撤资这一套的，现在看到沉默的大多数因为受不了他们站出来跟他们魔法对轰，才知道自己不过是激进的百分之二十[允悲]",潮州市,2024-02-29,还是得偶尔发疯才能保持精神健康,0,0,0.0,0.0
15547,爱情不值钱，彩礼扯淡。,潮州市,2024-02-27,Izalith在烧烤,0,0,0.0,0.0
11963,"回家啦～～～ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州·潮汕站",潮州市,2024-02-25,大园子wzy,0,0,0.0,0.0
20677,移动流量领取教程，50g通用流量包#移动# ​​​,潮州市,2024-02-28,今晚早点睡173,0,0,0.0,0.0
